type,title,summary,link,category
Libro,El arte de la innovación,"Con esta gira por el interior de las labores de la firma de diseño y fábrica de ideas IDEO, Tom Kelley logra lo casi imposible: Presenta observaciones creativas e innovadoras sobre la creatividad e innovación. Deje a un lado los libros comunes de innovación y enfóquese en esta obra de arte maravillosamente construida. Kelley condensa los comúnmente amorfos conceptos de la lluvia de ideas y el trabajo en equipo en directivas que de verdad pueden aplicarse en la vida real. Sus nociones sobre cómo hacer prototipos son frescas, profundas y prácticas. Sus meditaciones a grandes rasgos ilustran no solamente cómo deberían de trabajar las organizaciones en la innovación, sino también lo fácil que una burocracia torpe puede derrumbar una iniciativa creativa. Si el libro tiene alguna falla es porque leerlo puede ser como observar una película en casa sobre los hijos de un amigo: Su papel es claramente unirse a la adulación. Aparte de eso, getAbstract recomienda este tratado como uno de los pocos libros del género de la creatividad que no puede dejar de leer.",https://www.getabstract.com/es/resumen/el-arte-de-la-innovacion/13388,innovation
Video,Reinventar el pensamiento creativo,"Las “cajas” mentales influyen en su visión de su negocio y del futuro, por lo que es tan importante “pensar fuera de la caja”. Pero, ¿qué significa realmente esta frase trillada? El filósofo corporativo Luc de Brabandere ofrece un enfoque que aprovecha el razonamiento inductivo: la capacidad de crear nuevas cajas sin las limitaciones de los supuestos existentes. Los líderes corporativos y los estrategas apreciarán esta mirada inteligente al “pensamiento” del pensamiento creativo.",https://www.getabstract.com/es/resumen/reinventar-el-pensamiento-creativo/36548,innovation
Libro,El metaverso de Charlie Fink,"La realidad virtual y la realidad aumentada, favoritas de la ciencia ficción, se manifiestan hoy día respaldadas por gigantes de la tecnología y promovidas por el arte y el comercio. Pero, dice el experto en medios de comunicación Charlie Fink, no entrarán en la corriente principal hasta que surjan killer apps para hacerlas fáciles de usar. La mayoría de las personas no entiende la RV y la RA. Cuando lo hagan, un nuevo “multiverso” virtual, y una gran oportunidad de negocio, echará raíces. Fink y sus expertos colaboradores profundizan en la tecnología, las fuerzas del mercado, el impacto social y el poder transformador de la RX. A pesar de sus errores tipográficos, getAbstract recomienda su convincente libro a innovadores, inversionistas y los tecnológicamente curiosos. El libro es interactivo; descargue la aplicación Fink Metaverse para ver videos y animaciones.",https://www.getabstract.com/es/resumen/el-metaverso-de-charlie-fink/34684,innovation
Libro,Scrum para Dummies,"Mark C. Layton expone los principios básicos del enfoque scrum de la gestión de proyectos. Ofrece una introducción rápida a la planificación esprint, el scrum diario, las revisiones esprint y las herramientas para una entrega ágil de proyectos. Layton describe cómo scrum crea valor más allá del desarrollo de software al dar ejemplos variados de la industria, desde ingeniería civil en India hasta historias clínicas electrónicas en Estados Unidos. getAbstract opina que el manual de Layton será útil para gerentes de proyectos principiantes, así como para cualquier otra persona que desee implementar una administración de proyectos transparente, flexible y ágil.",https://www.getabstract.com/es/resumen/scrum-para-dummies/36410,innovation
Libro,El líder impulsado por los datos,"Jenny Dearborn, directora de formación y vicepresidenta senior de SAP, y su coautor David Swanson, ex vicepresidente ejecutivo de Recursos Humanos de SAP SuccessFactors, presentan una continuación del exitoso libro de Dearborn orientado a las ventas, Data Driven. Aquí, los autores se centran en la implementación de la analítica de datos dentro de recursos humanos. Continúan la saga de la ficticia Anna cuando asume el papel de directora de recursos humanos en su empresa matriz. Anna aplica el análisis de datos desde una perspectiva de recursos humanos para descubrir y resolver problemas corporativos. Se enfrenta a desafíos y comparte ideas, listas, gráficos e indicadores clave de rendimiento. getAbstract recomienda esta narrativa accesible, entretenida y que invita a la reflexión a cualquiera que trabaje en recursos humanos, análisis de datos, liderazgo corporativo o gestión del cambio y a estudiantes que busquen una mayor comprensión de la analítica de datos.",https://www.getabstract.com/es/resumen/el-lider-impulsado-por-los-datos/34961,innovation
Libro,Criptoactivos,"Los expertos financieros Chris Burniske y Jack Tatar ofrecen un buen comienzo a aquellos que buscan información en profundidad sobre el potencial de inversión del bitcoin, la cadena de bloques o blockchain y los criptoactivos. Su manual legible y ampliamente detallado comienza con una introducción básica al bitcoin y continúa con la forma en que las tecnologías digitales están perturbando varias industrias. A veces, los autores pueden parecer fanáticos de los criptoactivos, haciendo un llamamiento a los que se arrepienten de haberse perdido fortunas anteriores en internet. Sin embargo, su amplio conocimiento de esta nueva tecnología es sólido. Aunque nunca ofrece consejos de inversión, getAbstract recomienda esta guía sustantiva a los principiantes en todo lo que tiene que ver con la criptografía.",https://www.getabstract.com/es/resumen/criptoactivos/34773,innovation
Libro,Las diez caras de la innovación,"¿Cuántas veces ha rondado por su cabeza una idea maravillosa para mejorar un proceso o desarrollar un proyecto desde cero? ¿Cuántas veces ha sentido que esa idea es demasiado atrevida o poco viable? ¿Se atreve a hablar de esas ocurrencias con sus socios y con su equipo, o teme ser juzgado por aquellos que podrían desmoronar la propuesta en un minuto? Para los creativos Tom Kelley y Jonathan Littman hay que intentarlo todo: diseñar pruebas o prototipos, medir obstáculos, librarlos, convencer a otros con argumentos claros o incluso saber decir que no es el momento adecuado. getAbstract recomienda este libro a emprendedores, líderes o miembros de una organización que están dispuestos a perseverar en la batalla de la innovación.",https://www.getabstract.com/es/resumen/las-diez-caras-de-la-innovacion/30343,innovation
Video,Por qué el diseño debería incluir a todos,"Las personas la señalan, se quedan mirándola fijamente y le toman fotografías sin su permiso. Con una estatura de 105.5 centímetros Sinéad Burke soporta mucho, pero el tema de su conferencia TED no es la crueldad de los extraños. Más bien, señala la manera en la que el diseño hace que tareas aparentemente rutinarias –como utilizar un baño público, recoger su orden en la cafetería o encaminarse hacia la puerta de abordaje en el aeropuerto– se conviertan en hazañas de ingenio y determinación. Burke, una escritora y educadora, hace un llamado a los diseñadores a ser más considerados con todas las personas al presentar sus creaciones al mundo.",https://www.getabstract.com/es/resumen/por-que-el-diseno-deberia-incluir-a-todos/35142,innovation
Video,Confesiones de un optimista de la inteligencia artificial,"Las predicciones sobre el futuro del trabajo pueden ser alarmantes. Sin embargo, no todo el mundo se adhiere a los escenarios del “día del juicio final” que el innovador Elon Musk y otros han popularizado. El científico y autor del MIT Andrew McAfee, que estudia el impacto de las nuevas tecnologías, comparte una visión más optimista en su último libro, Machine, Platform, Crowd, escrito junto con el tecnólogo Erik Brynjolfsson. El libro da cuenta de esta entrevista concisa y experta con el director ejecutivo del Boston Consulting Group, Massimo Russo. getAbstract sugiere esta charla a todos los interesados en la próxima “economía automatizada”.",https://www.getabstract.com/es/resumen/confesiones-de-un-optimista-de-la-inteligencia-artificial/34561,innovation
Video,"Para eliminar el desperdicio, debemos redescubrir el reúso","Los humanos generamos alrededor de mil 300 millones de toneladas de desechos cada año, advierte el científico de materiales Andrew Dent. Él equilibra este hecho sombrío con las formas asombrosas e inteligentes en que las empresas están adoptando un enfoque de reúso para la fabricación. getAbstract recomienda la informativa charla de Dent a consumidores y creadores de conciencia ambiental que buscan sostenibilidad y mejores ganancias en un mundo desechable.",https://www.getabstract.com/es/resumen/para-eliminar-el-desperdicio-debemos-redescubrir-el-reuso/34565,innovation
Libro,Diseñe un mejor negocio,"Esta original oda al diseño de productos y procesos contiene páginas de ilustraciones y bocetos que dan vida al texto. Los expertos en diseño Patrick van der Pijl, Justin Lokitz y Lisa Kay Solomon usan el diseño del libro para enfatizar su tesis sobre la flexibilidad del diseño de productos y procesos. Encontrará viñetas, ejemplos, consejos y una progresión de diseño de siete pasos para el desarrollo de productos y procesos. getAbstract recomienda este animado compendio a diseñadores de productos y procesos con experiencia, así como cualquiera que busque un sistema de referencia de diseño.",https://www.getabstract.com/es/resumen/disene-un-mejor-negocio/30906,innovation
Libro,La Economía Naranja,"La economía creativa, o Economía Naranja, se basa en el talento, la capacidad de innovación y el desarrollo de la creatividad. Sus insumos se asocian con la propiedad intelectual, el desarrollo y el aprovechamiento de tecnologías e incluso con las herencias y tradiciones culturales de una sociedad. Hoy existen grandes oportunidades para desarrollar esta economía de manera sostenible, funcional y con grandes rendimientos. En este didáctico compendio, Felipe Buitrago Restrepo, experto en políticas, economía y desarrollo cultural, en coautoría con Iván Duque Márquez, actual presidente de Colombia, presenta cifras, datos, conceptos clave y análisis sobre la economía creativa. getAbstract recomienda esta obra a empresarios que ya han descubierto esta economía pero necesitan conocerla a fondo, a funcionarios de instituciones culturales, así como a gestores, artistas y toda aquella persona interesada en conocer más sobre los potenciales de la Economía Naranja.",https://www.getabstract.com/es/resumen/la-economia-naranja/34466,innovation
Libro,Producto de nuestra mente,"El cambio revolucionario exige enfoques creativos para enfrentar desafíos complejos y únicos. Las empresas de todo tipo buscan personas que piensen creativamente, inventen soluciones innovadoras y se adapten a un mundo cambiante. Sir Ken Robinson, experto en creatividad e innovación –cuya TED Talk “¿Matan las escuelas la creatividad?” ha captado uno de los auditorios más grandes de todos los tiempos– advierte que la educación en masa diseñada para producir trabajadores para la era industrial no los prepara para enfrentar los nuevos desafíos mundiales. Aboga por su transformación a gran escala según la premisa de que la inteligencia y el proceso creativo son diversos, dinámicos y distintos. Su libro es una exploración académica de la evolución de la educación en masa y las actitudes ante la inteligencia y la creatividad. getAbstract recomienda esta edición actualizada de su tesis a educadores, profesionales de recursos humanos y líderes corporativos y comunitarios.",https://www.getabstract.com/es/resumen/producto-de-nuestra-mente/34552,innovation
Libro,La guía ejecutiva de la inteligencia artificial,"Esta revisión de la inteligencia artificial (IA) que hace el disruptivo experto en tecnología Andrew Burgess desmitifica mucho acerca de ella y también explica su vocabulario especializado. Acertadamente titulada “guía ejecutiva”, es excepcionalmente clara y le será útil a cualquiera que desee enterarse más sobre la IA. La introducción toca temas de negocios y su estructura ofrece un puente útil hacia los capítulos más densos y técnicos sobre el mercado. La mayoría de las personas de negocios podrán aprender todo lo necesario de Burgess, aunque su estilo puede ser un poco intrusivo. Tiene una fuerte preferencia por las abreviaciones y algunas de las entrevistas parecen de relleno, pero ofrece explicaciones claras de las cosas que necesitan explicación. getAbstract recomienda el desglose de Burgess del pasado, presente y probable futuro de la IA a cualquiera interesado en saber cómo la tecnología está cambiando los negocios, así como a inversores, ejecutivos, empresarios y estudiantes.",https://www.getabstract.com/es/resumen/la-guia-ejecutiva-de-la-inteligencia-artificial/34769,innovation
Video,¿Necesita una nueva idea? Comience en el borde de lo ya conocido,"El físico Vittorio Loreto explora la idea de Stuart Kauffman del “posible adyacente” como un manantial de nuevas ideas y descubrimientos. En una presentación intelectual y a veces muy abstracta, Loreto articula un modelo científicamente probado para la innovación. getAbstract recomienda esta estimulante conferencia a quien busque un camino comprobado hacia la creatividad y la invención.",https://www.getabstract.com/es/resumen/necesita-una-nueva-idea-comience-en-el-borde-de-lo-ya-conocido/34288,innovation
Libro,El empleo del futuro,"El economista Manuel Hidalgo explica los procesos históricos y económicos que impulsaron el desarrollo tecnológico. Ante la creencia generalizada de una futura hecatombe laboral ocasionada por la robótica y la inteligencia artificial, los pronósticos sombríos actuales quizá sean tan equivocados como los que hicieron en su momento otros investigadores en el pasado. Un nuevo enfoque educativo y la readaptación serán la clave para mantenerse vigentes en el mercado laboral. getAbstract recomienda la lectura de este libro a trabajadores que estén preocupados por su futuro profesional.",https://www.getabstract.com/es/resumen/el-empleo-del-futuro/34681,innovation
Video,No tiene que ser un experto para resolver grandes problemas,"Cuando una neblina de contaminación oscureció Johannesburgo, Sudáfrica, el ingeniero en computación Tapiwa Chiwewe se sintió obligado a actuar, a pesar de su falta de conocimientos pertinentes o experiencia. Su historia sirve como lección e inspiración. getAbstract la recomienda a cualquiera que haya utilizado la falta de experiencia como un pretexto para la inacción.",https://www.getabstract.com/es/resumen/no-tiene-que-ser-un-experto-para-resolver-grandes-problemas/34268,innovation
Libro,Sin conductor,"De acuerdo con el experto en robótica Hod Lipson y la escritora de tecnología Melba Kurman, la gente subestima el desarrollo de los vehículos autónomos. Muchas personas asumen erróneamente que la tecnología de ayuda al conductor se transformará en sin conductor, lo que pone trabas a los fabricantes de automóviles y a las autoridades de transporte. Los autores proponen que la tecnología de conducción autónoma salvará vidas y ayudará al medio ambiente. La propagación de estos vehículos alterará la cultura humana y facilitará la movilidad, pero planteará desafíos legales, éticos y económicos. Lipson y Kurman ofrecen ideas sujetas al rigor académico. getAbstract recomienda su visión general especialmente a inversionistas, empresarios, estudiantes, desarrolladores de tecnología e innovadores, en particular, de las industrias automotrices.",https://www.getabstract.com/es/resumen/sin-conductor/30310,innovation
Libro,Lean UX,"Lean UX (por sus siglas en inglés, UX se refiere a experiencia del usuario) combina los Principios Lean de la experimentación rápida y la toma de decisiones basada en pruebas con el pensamiento sistémico y un enfoque ágil del desarrollo. Al igual que en el desarrollo Lean, el modelo Lean UX hace hincapié en respaldar la experiencia del usuario, lograr un producto mínimo viable (PMV) y compartirlo, reunir comentarios y hacer revisiones rápidas. Lean UX agrega un componente crítico al género. Los autores Jeff Gothelf y Josh Seiden, expertos en diseño, presentan su información de manera clara y pulcra, aunque parecen pensar que los lectores ya tienen una base en el desarrollo Lean y ágil. Por lo tanto, getAbstract recomienda su guía práctica y sin complicaciones a diseñadores, desarrolladores y gerentes de programas y de proyectos.",https://www.getabstract.com/es/resumen/lean-ux/34252,innovation
Libro,El eterno vendedor,"El experto en marketing Ryan Holiday se propone mostrarle cómo crear y comercializar productos que continúen generando dinero durante años después de su lanzamiento. Ex director de marketing de American Apparel, Holiday dice que demasiados artistas y empresarios tratan de aprovechar tendencias en lugar de buscar el potencial de ganancia de creaciones de calidad que seguirán resonando con futuros público sin importar que cambien los estilos. Los consejos de Holiday sobre la creación de un producto no son tan interesantes como el resto del libro, pues ofrece sobre todo recomendaciones normales sobre trabajar mucho y la revisión continua. Sin embargo, en la segunda mitad del libro ofrece consejos originales y pertinentes, e ideas inspiradoras y poco convencionales para una comercialización de tipo “hágalo usted mismo” y construir una relación sólida con su público base. getAbstract considera que los consejos de Holiday alentarán y ayudarán a empresarios, artistas y profesionales de marketing.",https://www.getabstract.com/es/resumen/el-eterno-vendedor/33595,innovation
Libro,Emprendimiento y creatividad,"Planificar y echar a andar una empresa genera mejores resultados cuando se unen la creatividad y el espíritu emprendedor. Las personas que forman una organización alimentan el éxito de esta con sus actos cotidianos. Los docentes en gestión empresarial Mercedes Parra Alviz, Laura Marcela López Posada y Germán Rubio Guerrero exploran las características de la creatividad empresarial y las bases de un plan de negocios. Aunque el libro está pensado desde el contexto colombiano y la información que aporta es de nivel básico, getAbstract considera que podría resultar del interés de quienes busquen nociones generales sobre el rol de la creatividad al emprender.",https://www.getabstract.com/es/resumen/emprendimiento-y-creatividad/32836,innovation
Video,El papel de las emociones humanas en la ciencia y la investigación,"El Sr. Spock de Star Trek, mitad humano y mitad vulcano, personifica el conflicto que se percibe entre las emociones y la lógica. Sin embargo, la investigadora de materiales Ilona Stengel muestra que las emociones pueden apoyar y enriquecer la búsqueda científica. Ofrece perspectivas sobre cómo las emociones contribuyen a la camaradería y la productividad, tanto en Star Trek como en su experiencia profesional, pero deja al público con deseos de recibir más ejemplos del papel de las emociones en el quehacer científico. getAbstract recomienda sus percepciones a investigadores y formadores de equipos.",https://www.getabstract.com/es/resumen/el-papel-de-las-emociones-humanas-en-la-ciencia-y-la-investigacion/34267,innovation
Libro,Guías HBR: Mejora tu escritura en el trabajo,"Bryan A. Garner, lexicógrafo y abogado, explica por qué es importante dominar la escritura empresarial y cómo cultivarla. Con una prosa clara y sencilla, así como con ejemplos explícitos, describe los pasos a seguir para redactar los documentos más comunes en el trabajo empresarial. Garner también ofrece una serie de consejos para ordenar ideas, encontrar un tono adecuado para atraer la atención del lector y lograr mensajes concisos y efectivos. getAbstract sugiere la lectura de este libro a empleados y jefes que quieran mejorar sus habilidades de escritura con un método práctico y sencillo.",https://www.getabstract.com/es/resumen/guias-hbr-mejora-tu-escritura-en-el-trabajo/32704,innovation
Video,Cómo podemos construir IA que ayude a los humanos y no nos dañe,"Todo lo que vemos ahora es una instantánea en la evolución de la inteligencia artificial, dice Margaret Mitchell, investigadora principal de Google. El potencial de la tecnología es amplio, explica, al igual que los riesgos. Por eso, Mitchell enfatiza que los tecnólogos deben moldear la inteligencia artificial para que entienda y complemente la experiencia humana. getAbstract recomienda esta visión general acerca de los riesgos y promesas de la IA a las personas preocupadas por las implicaciones de la inteligencia de las máquinas.",https://www.getabstract.com/es/resumen/como-podemos-construir-ia-que-ayude-a-los-humanos-y-no-nos-dane/34287,innovation
Video,¿Quiere ser más creativo? Salga de paseo,"Líderes de negocios, individuos creativos, escuchen: impulsar su creatividad es tan sencillo como caminar, según la científica conductual y de aprendizaje Marily Oppezzo. Ella presenta una investigación que muestra cómo un paseo puede mejorar la lluvia de ideas, si sigue cinco consejos. getAbstract recomienda esta plática a quien desee generar nuevas ideas, ya sea una disrupción en la industria, una innovación menor o una nueva aproximación para aventajar a la competencia.",https://www.getabstract.com/es/resumen/quiere-ser-mas-creativo-salga-de-paseo/34261,innovation
Video,Nuevos lentes para mirar los retos de nuestros tiempos,"Para esta clase magistral sobre cómo hacer mejores preguntas, la editora del Harvard Business Review Sarah Green Carmichael reúne un panel de expertos en innovación y liderazgo. Hal Gregersen, Thomas Wedell-Wedelsborg y Roger L. Martin exponen cada uno un principio rector sobre el tema. getAbstract recomienda esta lúcida discusión como indispensable en su biblioteca de negocios.",https://www.getabstract.com/es/resumen/nuevos-lentes-para-mirar-los-retos-de-nuestros-tiempos/32659,innovation
Libro,Problema resuelto,"La periodista de investigación Cheryl Strauss Einhorn creó el método AREA, que ofrece un marco para poner buenas ideas a buen uso para resolver problemas. AREA es el acrónimo en inglés de Información absoluta, Perspectiva relativa, Exploración y explotación, y Análisis. El método incluye pasos para que usted enfoque su investigación de manera que pueda tomar decisiones estratégicas mejor informadas. Einhorn sugiere sus listas de verificación para clarificar la toma de decisiones en cada etapa de manera que sea explícita, transparente y abierta a la reflexión y el escrutinio. Su forma de aproximarse a la investigación puede ayudarle a abordar y eliminar prejuicios, y divide el proceso en componentes útiles que le permiten incorporar conocimientos e información de múltiples fuentes conforme tome decisiones y desarrolle sus tácticas. getAbstract recomienda el enfoque de Einhorn a aquellos que desean pulir sus métodos de toma de decisiones.",https://www.getabstract.com/es/resumen/problema-resuelto/33065,innovation
Libro,El poder de por qué,"La productividad depende de la innovación, misma que depende de una gran curiosidad –la búsqueda de saber: ¿Hay una manera mejor, más barata o más rápida para hacer tal cosa? Esta es la pregunta que llevó a Jeff Bezos a crear Amazon, a Michael Dell a fundar Dell Computers y a Niklas Zennström a estructurar Skype. Preguntar por qué llevó a Chip Wilson a fundar Lululemon Athletica, un proveedor de ropa para yoga de calidad, y a cuatro estudiantes de Harvard a inventar Soccket, un balón de fútbol que genera energía eléctrica para familias a través de la energía cinética. La periodista de negocios Amanda Lang explica cómo el preguntarse “por qué” puede impulsar la innovación y promover el espíritu inquisitivo en su lugar de trabajo. Ella ofrece excelente información y ejemplos. getAbstract recomienda sus conclusiones a padres, ejecutivos, educadores y a todos aquellos que buscan que sus organizaciones –o sus hijos, para el caso– sean innovadores y productivos.",https://www.getabstract.com/es/resumen/el-poder-de-por-que/31573,innovation
Video,Lo que las máquinas inteligentes pueden aprender de un cardumen,"Muchas personas imaginan la inteligencia artificial como robots que piensan o incluso parecen personas. Pero esa no es la única forma que puede adquirir la inteligencia. La ingeniera en robótica Radhika Nagpal describe el trabajo de su equipo sobre inteligencia colectiva y comparte videos hipnóticos de robots pequeños y sencillos que logran hazañas impresionantes de manera colectiva. getAbstract recomienda esta conferencia TED a cualquier persona interesada en robótica, IA o ciencia.",https://www.getabstract.com/es/resumen/lo-que-las-maquinas-inteligentes-pueden-aprender-de-un-cardumen/32413,innovation
Video,Crear un marco para la inteligencia artificial en los negocios,"Philipp Gerbert, el socio principal del Boston Consulting Group, explica de manera competente y clara la IA, sin poner a prueba su paciencia. Lo que al principio parece una presentación común, rápidamente se muestra como un excelente manual básico de IA aplicada a los negocios. getAbstract sugiere actualizar el manual de estrategias de su empresa con las lecciones de esta importante conferencia.",https://www.getabstract.com/es/resumen/crear-un-marco-para-la-inteligencia-artificial-en-los-negocios/33158,innovation
Libro,De Cultura Innovadora a Innovación,"La potencia de desarrollo de empresas, ciudades o naciones tiene un ancla poderosa en la innovación. Innovar es transformar y la transformación consigue la sobrevivencia, la rentabilidad, el crecimiento y el sostenimiento. La autora de De cultura innovadora a innovación, Sinaí Carrasco, ha dedicado su carrera como empresaria e investigadora a analizar los principios de la innovación para el desarrollo. En este libro brinda ejemplos, metodologías, conceptos y resultados de investigación que ofrecen un sustento completo para quienes están decididos a innovar y no han comenzado, así como para quienes aun no están convencidos de dar el primer paso. Aunque el libro es abundante en teorías y por momentos presenta una escritura académica y técnica, ofrece pautas concretas y claras para innovar en distintos niveles. getAbstract recomienda este libro a funcionarios públicos en la toma de decisiones y diseño de políticas públicas, y todos aquellos interesados en transformar su negocio, su región y su país.",https://www.getabstract.com/es/resumen/de-cultura-innovadora-a-innovacion/31683,innovation
